XC-ID,scientific name,bird name,Vocalization Type,Author,Page URL
167742,Corvus cornix,Hooded Crow,song,Albert Lastukhin,https://xeno-canto.org/167742
167747,Corvus cornix,Hooded Crow,"call, song",Albert Lastukhin,https://xeno-canto.org/167747
167750,Corvus cornix,Hooded Crow,song,Albert Lastukhin,https://xeno-canto.org/167750
168264,Corvus cornix,Hooded Crow,"call, song",Albert Lastukhin,https://xeno-canto.org/168264
168265,Corvus cornix,Hooded Crow,"call, song",Albert Lastukhin,https://xeno-canto.org/168265
168266,Corvus cornix,Hooded Crow,song,Albert Lastukhin,https://xeno-canto.org/168266
168537,Corvus cornix,Hooded Crow,song,Albert Lastukhin,https://xeno-canto.org/168537
168538,Corvus cornix,Hooded Crow,song,Albert Lastukhin,https://xeno-canto.org/168538
168539,Corvus cornix,Hooded Crow,song,Albert Lastukhin,https://xeno-canto.org/168539
168671,Corvus cornix,Hooded Crow,"call, song",Albert Lastukhin,https://xeno-canto.org/168671
168672,Corvus cornix,Hooded Crow,"call, song",Albert Lastukhin,https://xeno-canto.org/168672
168674,Corvus cornix,Hooded Crow,"call, song",Albert Lastukhin,https://xeno-canto.org/168674
168675,Corvus cornix,Hooded Crow,"call, song",Albert Lastukhin,https://xeno-canto.org/168675
168677,Corvus cornix,Hooded Crow,"call, song",Albert Lastukhin,https://xeno-canto.org/168677
168679,Corvus cornix,Hooded Crow,"call, song",Albert Lastukhin,https://xeno-canto.org/168679
169665,Corvus cornix,Hooded Crow,"call, song",Albert Lastukhin,https://xeno-canto.org/169665
169667,Corvus cornix,Hooded Crow,"call, song",Albert Lastukhin,https://xeno-canto.org/169667
169676,Corvus cornix,Hooded Crow,"call, song",Albert Lastukhin,https://xeno-canto.org/169676
171064,Corvus cornix,Hooded Crow,song,Albert Lastukhin,https://xeno-canto.org/171064
171065,Corvus cornix,Hooded Crow,song,Albert Lastukhin,https://xeno-canto.org/171065
171067,Corvus cornix,Hooded Crow,song,Albert Lastukhin,https://xeno-canto.org/171067
171068,Corvus cornix,Hooded Crow,song,Albert Lastukhin,https://xeno-canto.org/171068
209283,Corvus cornix cornix,Unknown,song,Albert Lastukhin,https://xeno-canto.org/209283
209287,Corvus cornix,Hooded Crow,"call, song",Albert Lastukhin,https://xeno-canto.org/209287
209288,Corvus cornix cornix,Unknown,"call, song",Albert Lastukhin,https://xeno-canto.org/209288
209289,Corvus cornix cornix,Unknown,"call, song",Albert Lastukhin,https://xeno-canto.org/209289
232811,Corvus cornix cornix,Unknown,"song, 8 consecutive times - a great rarity",Albert Lastukhin,https://xeno-canto.org/232811
232812,Corvus cornix cornix,Unknown,"call, song",Albert Lastukhin,https://xeno-canto.org/232812
239623,Corvus cornix,Hooded Crow,song,Nikolay Sariev,https://xeno-canto.org/239623
239624,Corvus cornix,Hooded Crow,song,Nikolay Sariev,https://xeno-canto.org/239624
27143,Corvus cornix,Hooded Crow,"call, song",Patrik Åberg,https://xeno-canto.org/27143
28392,Corvus cornix,Hooded Crow,song,Stein Ø. Nilsen,https://xeno-canto.org/28392
306155,Corvus cornix cornix,Unknown,song,Albert Lastukhin,https://xeno-canto.org/306155
306156,Corvus cornix cornix,Unknown,song,Albert Lastukhin,https://xeno-canto.org/306156
357868,Corvus cornix cornix,Unknown,song,Albert Lastukhin,https://xeno-canto.org/357868
357869,Corvus cornix cornix,Unknown,song,Albert Lastukhin,https://xeno-canto.org/357869
357872,Corvus cornix cornix,Unknown,song,Albert Lastukhin,https://xeno-canto.org/357872
357873,Corvus cornix cornix,Unknown,song,Albert Lastukhin,https://xeno-canto.org/357873
357874,Corvus cornix cornix,Unknown,song,Albert Lastukhin,https://xeno-canto.org/357874
357875,Corvus cornix cornix,Unknown,song,Albert Lastukhin,https://xeno-canto.org/357875
357876,Corvus cornix cornix,Unknown,song,Albert Lastukhin,https://xeno-canto.org/357876
357877,Corvus cornix cornix,Unknown,song,Albert Lastukhin,https://xeno-canto.org/357877
357878,Corvus cornix cornix,Unknown,song,Albert Lastukhin,https://xeno-canto.org/357878
357879,Corvus cornix cornix,Unknown,song,Albert Lastukhin,https://xeno-canto.org/357879
367547,Corvus cornix,Hooded Crow,"call, song",Stein Ø. Nilsen,https://xeno-canto.org/367547
372358,Corvus cornix,Hooded Crow,song,GABRIEL LEITE,https://xeno-canto.org/372358
374184,Corvus cornix,Hooded Crow,song,GABRIEL LEITE,https://xeno-canto.org/374184
384362,Corvus cornix,Hooded Crow,song,Louis A. Hansen,https://xeno-canto.org/384362
386276,Corvus cornix,Hooded Crow,song,Louis A. Hansen,https://xeno-canto.org/386276
394948,Corvus cornix,Hooded Crow,"call, song",Livon,https://xeno-canto.org/394948
424098,Corvus cornix,Hooded Crow,song,Terje Kolaas,https://xeno-canto.org/424098
425887,Corvus cornix,Hooded Crow,song,Terje Kolaas,https://xeno-canto.org/425887
434197,Corvus cornix,Hooded Crow,song,Andres Angulo,https://xeno-canto.org/434197
434200,Corvus cornix,Hooded Crow,song,Andres Angulo,https://xeno-canto.org/434200
439166,Corvus cornix,Hooded Crow,"call, song, call-song",Albert Lastukhin,https://xeno-canto.org/439166
449072,Corvus cornix,Hooded Crow,song,Patrik Åberg,https://xeno-canto.org/449072
468618,Corvus cornix,Hooded Crow,song,Vivek Puliyeri,https://xeno-canto.org/468618
492996,Corvus cornix,Hooded Crow,"call, song, call-song",Albert Lastukhin,https://xeno-canto.org/492996
506479,Corvus cornix,Hooded Crow,song,David Darrell-Lambert,https://xeno-canto.org/506479
580397,Corvus cornix,Hooded Crow,song,Albert Lastukhin,https://xeno-canto.org/580397
580398,Corvus cornix,Hooded Crow,song,Albert Lastukhin,https://xeno-canto.org/580398
620450,Corvus cornix cornix,Unknown,"call, song",Jarek Matusiak,https://xeno-canto.org/620450
680543,Corvus cornix,Hooded Crow,"call, song, call-song",Albert Lastukhin,https://xeno-canto.org/680543
700173,Corvus cornix,Hooded Crow,song,GABRIEL LEITE,https://xeno-canto.org/700173
710647,Corvus cornix,Hooded Crow,song,Terje Kolaas,https://xeno-canto.org/710647
714894,Corvus cornix,Hooded Crow,"call, song, call-song",Gianluca Congi,https://xeno-canto.org/714894
737120,Corvus cornix,Hooded Crow,"duet, song",Johannes Worona,https://xeno-canto.org/737120
775195,Corvus cornix,Hooded Crow,"call, song",Irish Wildlife Sounds,https://xeno-canto.org/775195
879380,Corvus cornix,Hooded Crow,song,Jarek Matusiak,https://xeno-canto.org/879380
879384,Corvus cornix,Hooded Crow,song,Jarek Matusiak,https://xeno-canto.org/879384
879385,Corvus cornix,Hooded Crow,song,Jarek Matusiak,https://xeno-canto.org/879385
901768,Corvus cornix,Hooded Crow,"call, song",Jochem verweij,https://xeno-canto.org/901768
938046,Corvus cornix,Hooded Crow,song,Mats Olsson,https://xeno-canto.org/938046
943274,Corvus cornix cornix,Unknown,song,Johannes Worona,https://xeno-canto.org/943274
193042,Aegithalos caudatus major,Unknown,"call, song",Albert Lastukhin,https://xeno-canto.org/193042
195877,Aegithalos caudatus,Long-tailed Tit,"call, song",Krzysztof Deoniziak,https://xeno-canto.org/195877
217617,Aegithalos caudatus caudatus,Unknown,"call, song",Albert Lastukhin,https://xeno-canto.org/217617
252091,Aegithalos caudatus,Long-tailed Tit,song,Cees de Vries,https://xeno-canto.org/252091
287188,Aegithalos caudatus,Long-tailed Tit,"call, song",Joe Klaiber,https://xeno-canto.org/287188
297778,Aegithalos caudatus,Long-tailed Tit,"call, song",Ulf Elman,https://xeno-canto.org/297778
298230,Aegithalos caudatus,Long-tailed Tit,"alarm call, call, song",johannes buhl,https://xeno-canto.org/298230
312563,Aegithalos caudatus,Long-tailed Tit,song,Paulo Paixão,https://xeno-canto.org/312563
314926,Aegithalos caudatus,Long-tailed Tit,"call, song",iSpiny,https://xeno-canto.org/314926
317930,Aegithalos caudatus caudatus,Unknown,"call, song",Ruslan Mazuryk,https://xeno-canto.org/317930
317931,Aegithalos caudatus caudatus,Unknown,"call, song",Ruslan Mazuryk,https://xeno-canto.org/317931
357610,Aegithalos caudatus,Long-tailed Tit,"call, song",Jerome Fischer,https://xeno-canto.org/357610
358867,Aegithalos caudatus,Long-tailed Tit,"call, song",Krzysztof Deoniziak,https://xeno-canto.org/358867
362743,Aegithalos caudatus,Long-tailed Tit,song,Elias A. Ryberg,https://xeno-canto.org/362743
362766,Aegithalos caudatus,Long-tailed Tit,song,Elias A. Ryberg,https://xeno-canto.org/362766
362773,Aegithalos caudatus,Long-tailed Tit,song,Elias A. Ryberg,https://xeno-canto.org/362773
364058,Aegithalos caudatus,Long-tailed Tit,song,GABRIEL LEITE,https://xeno-canto.org/364058
372921,Aegithalos caudatus,Long-tailed Tit,song,Roby,https://xeno-canto.org/372921
383535,Aegithalos caudatus,Long-tailed Tit,song,Timo Schnabel,https://xeno-canto.org/383535
383536,Aegithalos caudatus,Long-tailed Tit,song,Timo Schnabel,https://xeno-canto.org/383536
391522,Aegithalos caudatus,Long-tailed Tit,"alarm call, call, song",johannes buhl,https://xeno-canto.org/391522
403449,Aegithalos caudatus caudatus,Unknown,"call, song",Ruslan Mazuryk,https://xeno-canto.org/403449
406046,Aegithalos caudatus caudatus,Unknown,song,Jarek Matusiak,https://xeno-canto.org/406046
420377,Aegithalos caudatus,Long-tailed Tit,"call, song",Jorge Leitão,https://xeno-canto.org/420377
452372,Aegithalos caudatus,Long-tailed Tit,"call, song",Elias A. Ryberg,https://xeno-canto.org/452372
461522,Aegithalos caudatus,Long-tailed Tit,"call, song",Jorge Leitão,https://xeno-canto.org/461522
471710,Aegithalos caudatus irbii,Unknown,"call, song",Stanislas Wroza,https://xeno-canto.org/471710
471965,Aegithalos caudatus irbii,Unknown,"alarm call, call, song",Stanislas Wroza,https://xeno-canto.org/471965
475581,Aegithalos caudatus,Long-tailed Tit,"alarm call, song",Anaïs WION,https://xeno-canto.org/475581
486174,Aegithalos caudatus,Long-tailed Tit,"call, song, sound of beating wings",Nelson Conceição,https://xeno-canto.org/486174
486177,Aegithalos caudatus,Long-tailed Tit,"call, song",Nelson Conceição,https://xeno-canto.org/486177
486468,Aegithalos caudatus,Long-tailed Tit,"call, song",Nelson Conceição,https://xeno-canto.org/486468
486698,Aegithalos caudatus caudatus,Unknown,"call, song",Stanislas Wroza,https://xeno-canto.org/486698
490639,Aegithalos caudatus,Long-tailed Tit,song,Alejandro G.,https://xeno-canto.org/490639
497788,Aegithalos caudatus,Long-tailed Tit,song,Olivier SWIFT,https://xeno-canto.org/497788
499450,Aegithalos caudatus,Long-tailed Tit,song,Jorge Leitão,https://xeno-canto.org/499450
499649,Aegithalos caudatus,Long-tailed Tit,"call, song",Nelson Conceição,https://xeno-canto.org/499649
499650,Aegithalos caudatus,Long-tailed Tit,"call, song",Nelson Conceição,https://xeno-canto.org/499650
505231,Aegithalos caudatus,Long-tailed Tit,song,Nelson Conceição,https://xeno-canto.org/505231
505233,Aegithalos caudatus,Long-tailed Tit,song,Nelson Conceição,https://xeno-canto.org/505233
515368,Aegithalos caudatus,Long-tailed Tit,"call, song",Nelson Conceição,https://xeno-canto.org/515368
515537,Aegithalos caudatus europaeus,Unknown,song,Danuta Peplowska-Marczak,https://xeno-canto.org/515537
515538,Aegithalos caudatus europaeus,Unknown,song,Danuta Peplowska-Marczak,https://xeno-canto.org/515538
523504,Aegithalos caudatus,Long-tailed Tit,"call, flight call, song",Stephan Risch,https://xeno-canto.org/523504
527874,Aegithalos caudatus,Long-tailed Tit,"call, song",Nelson Conceição,https://xeno-canto.org/527874
554241,Aegithalos caudatus,Long-tailed Tit,song,Mehmet ÜNLÜ,https://xeno-canto.org/554241
564990,Aegithalos caudatus,Long-tailed Tit,"call, song",Nelson Conceição,https://xeno-canto.org/564990
580288,Aegithalos caudatus,Long-tailed Tit,song,JEAN-PHILIPPE CARLIER,https://xeno-canto.org/580288
589070,Aegithalos caudatus,Long-tailed Tit,"call, song",Ulf Elman,https://xeno-canto.org/589070
589175,Aegithalos caudatus,Long-tailed Tit,"flight call, song, flock",Jorge Leitão,https://xeno-canto.org/589175
601420,Aegithalos caudatus taiti,Unknown,"alarm call, call, song",Jacobo Ramil MIllarengo,https://xeno-canto.org/601420
602461,Aegithalos caudatus,Long-tailed Tit,"alarm call, call, song",johannes buhl,https://xeno-canto.org/602461
606672,Aegithalos caudatus,Long-tailed Tit,song,Nelson Conceição,https://xeno-canto.org/606672
610869,Aegithalos caudatus,Long-tailed Tit,"call, song",Ramya,https://xeno-canto.org/610869
611217,Aegithalos caudatus,Long-tailed Tit,song,Rombout de Wijs,https://xeno-canto.org/611217
627722,Aegithalos caudatus,Long-tailed Tit,"call, song",Sven Kransel,https://xeno-canto.org/627722
667136,Aegithalos caudatus,Long-tailed Tit,song,Nelson Conceição,https://xeno-canto.org/667136
682780,Aegithalos caudatus,Long-tailed Tit,song,Jean Christophe Pratt,https://xeno-canto.org/682780
703671,Aegithalos caudatus,Long-tailed Tit,"call, song",SonoNatura,https://xeno-canto.org/703671
704234,Aegithalos caudatus,Long-tailed Tit,song,Elias A. Ryberg,https://xeno-canto.org/704234
706188,Aegithalos caudatus,Long-tailed Tit,"call, song",Xavier Riera,https://xeno-canto.org/706188
713174,Aegithalos caudatus,Long-tailed Tit,"call, song",Nelson Conceição,https://xeno-canto.org/713174
713178,Aegithalos caudatus,Long-tailed Tit,"call, song",Nelson Conceição,https://xeno-canto.org/713178
746809,Aegithalos caudatus taiti,Unknown,"call, song",Jacobo Ramil Millarengo,https://xeno-canto.org/746809
755374,Aegithalos caudatus,Long-tailed Tit,"call, song, subsong",Stuart Fisher,https://xeno-canto.org/755374
828615,Aegithalos caudatus,Long-tailed Tit,"call, song",Rostyslav Romanyshyn,https://xeno-canto.org/828615
843729,Aegithalos caudatus rosaceus,Unknown,"call, flight call, song",david m,https://xeno-canto.org/843729
871377,Aegithalos caudatus,Long-tailed Tit,"call, song",Xavier Riera,https://xeno-canto.org/871377
871378,Aegithalos caudatus,Long-tailed Tit,"call, song",Xavier Riera,https://xeno-canto.org/871378
878000,Aegithalos caudatus,Long-tailed Tit,song,Guilherme Melo,https://xeno-canto.org/878000
903566,Aegithalos caudatus irbii,Unknown,"call, song",Stanislas Wroza,https://xeno-canto.org/903566
916017,Aegithalos caudatus,Long-tailed Tit,"song, subsong",Elias A. Ryberg,https://xeno-canto.org/916017
920547,Aegithalos caudatus,Long-tailed Tit,"call, song",Philippe_Grange,https://xeno-canto.org/920547
932262,Aegithalos caudatus,Long-tailed Tit,"call, song",Ulf Elman,https://xeno-canto.org/932262
932263,Aegithalos caudatus,Long-tailed Tit,"call, song",Ulf Elman,https://xeno-canto.org/932263
943622,Aegithalos caudatus,Long-tailed Tit,"song, subsong",Elias A. Ryberg,https://xeno-canto.org/943622
956486,Aegithalos caudatus,Long-tailed Tit,"call, song",Olivier SWIFT,https://xeno-canto.org/956486
977037,Aegithalos caudatus,Long-tailed Tit,song,David Darrell-Lambert,https://xeno-canto.org/977037
113587,Anas platyrhynchos,Mallard,song,Jarek Matusiak,https://xeno-canto.org/113587
113968,Anas platyrhynchos,Mallard,song,Jarek Matusiak,https://xeno-canto.org/113968
127375,Anas platyrhynchos platyrhynchos,Unknown,song,Jarek Matusiak,https://xeno-canto.org/127375
196991,Anas platyrhynchos,Mallard,song,Patrik Åberg,https://xeno-canto.org/196991
207216,Unknown,Unknown,Unknown,Unknown,https://xeno-canto.org/207216
216532,Anas platyrhynchos,Mallard,song,Maxime Aubert,https://xeno-canto.org/216532
26966,Anas platyrhynchos,Mallard,song,Patrik Åberg,https://xeno-canto.org/26966
287835,Anas platyrhynchos,Mallard,song,brickegickel,https://xeno-canto.org/287835
303987,Anas platyrhynchos platyrhynchos,Unknown,song,Jarek Matusiak,https://xeno-canto.org/303987
303989,Anas platyrhynchos platyrhynchos,Unknown,song,Jarek Matusiak,https://xeno-canto.org/303989
304006,Anas platyrhynchos platyrhynchos,Unknown,song,Jarek Matusiak,https://xeno-canto.org/304006
306130,Anas platyrhynchos,Mallard,song,Nick Komar,https://xeno-canto.org/306130
340598,Anas platyrhynchos,Mallard,song,Tero Linjama,https://xeno-canto.org/340598
348396,Anas platyrhynchos,Mallard,song,Jerome Fischer,https://xeno-canto.org/348396
357023,Anas platyrhynchos,Mallard,song,Jim Holmes,https://xeno-canto.org/357023
367038,Anas platyrhynchos,Mallard,song,GABRIEL LEITE,https://xeno-canto.org/367038
37508,Anas platyrhynchos,Mallard,song,David Farrow,https://xeno-canto.org/37508
536892,Anas platyrhynchos,Mallard,"call, song",Sue Riffe,https://xeno-canto.org/536892
536895,Anas platyrhynchos,Mallard,"call, song",Sue Riffe,https://xeno-canto.org/536895
590546,Anas platyrhynchos,Mallard,song,johannes buhl,https://xeno-canto.org/590546
618581,Anas platyrhynchos platyrhynchos,Unknown,song,Jarek Matusiak,https://xeno-canto.org/618581
620322,Anas platyrhynchos,Mallard,song,Aleksandar Saveski,https://xeno-canto.org/620322
725514,Anas platyrhynchos,Mallard,"call, song, male quack and short quack",Thomas G. Graves,https://xeno-canto.org/725514
748750,Anas platyrhynchos,Mallard,"call, song","Olivier SWIFT, Hélène CARTAUD",https://xeno-canto.org/748750
761582,Anas platyrhynchos,Mallard,song,Antonio Xeira,https://xeno-canto.org/761582
786404,Anas platyrhynchos,Mallard,"call, song",Rostyslav Romanyshyn,https://xeno-canto.org/786404
802786,Anas platyrhynchos,Mallard,"call, song",Leonardo Ordóñez-Delgado,https://xeno-canto.org/802786
234245,Poecile palustris,Marsh Tit,"call, song",Mikael Litsgård,https://xeno-canto.org/234245
235096,Poecile palustris italicus,Unknown,"call, song",Cedric MROCZKO,https://xeno-canto.org/235096
235711,Poecile palustris,Marsh Tit,song,Mikael Litsgård,https://xeno-canto.org/235711
236479,Poecile palustris,Marsh Tit,song,Terje Kolaas,https://xeno-canto.org/236479
236838,Poecile palustris,Marsh Tit,song,Terje Kolaas,https://xeno-canto.org/236838
240212,Poecile palustris,Marsh Tit,song,Terje Kolaas,https://xeno-canto.org/240212
252315,Poecile palustris palustris,Unknown,song,Lars Lachmann,https://xeno-canto.org/252315
278924,Poecile palustris,Marsh Tit,song,Jack Berteau,https://xeno-canto.org/278924
281670,Poecile palustris,Marsh Tit,song,Peter Boesman,https://xeno-canto.org/281670
281671,Poecile palustris,Marsh Tit,song,Peter Boesman,https://xeno-canto.org/281671
282962,Poecile palustris,Marsh Tit,song,Uku Paal,https://xeno-canto.org/282962
297880,Poecile palustris,Marsh Tit,song,Rob van Bemmelen,https://xeno-canto.org/297880
304321,Poecile palustris palustris,Unknown,song,Jarek Matusiak,https://xeno-canto.org/304321
316241,Poecile palustris,Marsh Tit,song,Joost van Bruggen,https://xeno-canto.org/316241
325357,Poecile palustris palustris,Unknown,song,Jarek Matusiak,https://xeno-canto.org/325357
331310,Poecile palustris palustris,Unknown,song,Lars Lachmann,https://xeno-canto.org/331310
339814,Poecile palustris brevirostris,Unknown,"call, song",Tom Wulf,https://xeno-canto.org/339814
346395,Poecile palustris,Marsh Tit,song,Ulf Elman,https://xeno-canto.org/346395
348049,Poecile palustris,Marsh Tit,song,Tero Linjama,https://xeno-canto.org/348049
356789,Poecile palustris,Marsh Tit,song,Jerome Fischer,https://xeno-canto.org/356789
356791,Poecile palustris,Marsh Tit,song,Jerome Fischer,https://xeno-canto.org/356791
356857,Poecile palustris,Marsh Tit,song,Jack Berteau,https://xeno-canto.org/356857
356858,Poecile palustris,Marsh Tit,song,Jack Berteau,https://xeno-canto.org/356858
363842,Poecile palustris,Marsh Tit,song,Timo Schnabel,https://xeno-canto.org/363842
400300,Poecile palustris,Marsh Tit,song,Antonio Xeira,https://xeno-canto.org/400300
402266,Poecile palustris,Marsh Tit,song,Hans Matheve,https://xeno-canto.org/402266
403031,Poecile palustris,Marsh Tit,"call, song",Sonnenburg,https://xeno-canto.org/403031
403032,Poecile palustris,Marsh Tit,song,Sonnenburg,https://xeno-canto.org/403032
403802,Poecile palustris,Marsh Tit,song,Rob van Bemmelen,https://xeno-canto.org/403802
405072,Poecile palustris palustris,Unknown,song,Jarek Matusiak,https://xeno-canto.org/405072
405977,Poecile palustris,Marsh Tit,song,Jarek Matusiak,https://xeno-canto.org/405977
405989,Poecile palustris,Marsh Tit,song,Jarek Matusiak,https://xeno-canto.org/405989
406293,Poecile palustris,Marsh Tit,song,Jerome Fischer,https://xeno-canto.org/406293
406295,Poecile palustris,Marsh Tit,song,Jerome Fischer,https://xeno-canto.org/406295
410033,Poecile palustris,Marsh Tit,song,Vincent Pourchaire,https://xeno-canto.org/410033
410058,Poecile palustris,Marsh Tit,song,Niels Van Doninck,https://xeno-canto.org/410058
410060,Poecile palustris,Marsh Tit,song,Niels Van Doninck,https://xeno-canto.org/410060
417564,Poecile palustris,Marsh Tit,song,Matthias Hemprich,https://xeno-canto.org/417564
426038,Poecile palustris,Marsh Tit,song,Jaume Campderros,https://xeno-canto.org/426038
453967,Poecile palustris,Marsh Tit,song,Szymon Czyżewski,https://xeno-canto.org/453967
454041,Poecile palustris,Marsh Tit,song,Bodo Sonnenburg,https://xeno-canto.org/454041
456431,Poecile palustris,Marsh Tit,song,maudoc,https://xeno-canto.org/456431
457104,Poecile palustris,Marsh Tit,"song, trill",Stanislas Wroza,https://xeno-canto.org/457104
457105,Poecile palustris,Marsh Tit,"song, trill",Stanislas Wroza,https://xeno-canto.org/457105
460310,Poecile palustris palustris,Unknown,song,Mats Rellmar,https://xeno-canto.org/460310
460311,Poecile palustris palustris,Unknown,song,Mats Rellmar,https://xeno-canto.org/460311
462377,Poecile palustris palustris,Unknown,song,Stanislas Wroza,https://xeno-canto.org/462377
462378,Poecile palustris palustris,Unknown,song,Stanislas Wroza,https://xeno-canto.org/462378
463247,Poecile palustris,Marsh Tit,song,Michał Jezierski,https://xeno-canto.org/463247
469805,Poecile palustris,Marsh Tit,song,Joost van Bruggen,https://xeno-canto.org/469805
473644,Poecile palustris,Marsh Tit,song,Vincent Pourchaire,https://xeno-canto.org/473644
476977,Poecile palustris,Marsh Tit,song,Hans Groot,https://xeno-canto.org/476977
520086,Poecile palustris,Marsh Tit,song,Bodo Sonnenburg,https://xeno-canto.org/520086
520705,Poecile palustris,Marsh Tit,song,MERCIER Christophe,https://xeno-canto.org/520705
544113,Poecile palustris,Marsh Tit,song,Michael Brunhøj Hansen,https://xeno-canto.org/544113
549532,Poecile palustris,Marsh Tit,"song, fast song",Stanislas Wroza,https://xeno-canto.org/549532
553349,Poecile palustris,Marsh Tit,song,Olivier SWIFT,https://xeno-canto.org/553349
559280,Poecile palustris,Marsh Tit,song,Mikael Litsgård,https://xeno-canto.org/559280
564770,"Poecile palustris siculus (De Burg, 1925)",Unknown,song,Antonio Torre,https://xeno-canto.org/564770
567398,Poecile palustris,Marsh Tit,song,Stephan Risch,https://xeno-canto.org/567398
581546,Poecile palustris,Marsh Tit,song,Grzegorz Lorek,https://xeno-canto.org/581546
581965,Poecile palustris,Marsh Tit,"song, counter song",Beatrix Saadi-Varchmin,https://xeno-canto.org/581965
584044,Poecile palustris,Marsh Tit,song,Cedric Mroczko,https://xeno-canto.org/584044
598516,Poecile palustris,Marsh Tit,song,Simon Elliott,https://xeno-canto.org/598516
617900,Poecile palustris,Marsh Tit,song,Sven Kransel,https://xeno-canto.org/617900
618397,Poecile palustris,Marsh Tit,song,Olivier SWIFT,https://xeno-canto.org/618397
618398,Poecile palustris,Marsh Tit,song,Olivier SWIFT,https://xeno-canto.org/618398
627494,Poecile palustris,Marsh Tit,song,Niels Van Doninck,https://xeno-canto.org/627494
627495,Poecile palustris,Marsh Tit,song,Niels Van Doninck,https://xeno-canto.org/627495
628160,Poecile palustris,Marsh Tit,song,Hans Matheve,https://xeno-canto.org/628160
630953,Poecile palustris,Marsh Tit,song,Peter Boesman,https://xeno-canto.org/630953
692397,Poecile palustris,Marsh Tit,"song, subsong, odd song",Tanguy Loïs,https://xeno-canto.org/692397
709849,Poecile palustris,Marsh Tit,song,Jens Kirkeby,https://xeno-canto.org/709849
709851,Poecile palustris,Marsh Tit,song,Jens Kirkeby,https://xeno-canto.org/709851
710642,Poecile palustris,Marsh Tit,song,Terje Kolaas,https://xeno-canto.org/710642
710643,Poecile palustris,Marsh Tit,song,Terje Kolaas,https://xeno-canto.org/710643
710644,Poecile palustris,Marsh Tit,song,Terje Kolaas,https://xeno-canto.org/710644
710645,Poecile palustris,Marsh Tit,song,Terje Kolaas,https://xeno-canto.org/710645
710646,Poecile palustris,Marsh Tit,song,Terje Kolaas,https://xeno-canto.org/710646
711566,Poecile palustris,Marsh Tit,song,Cureau Hervé,https://xeno-canto.org/711566
727754,Poecile palustris,Marsh Tit,song,Agris Celmins,https://xeno-canto.org/727754
778730,Poecile palustris,Marsh Tit,song,Bernard BOUSQUET,https://xeno-canto.org/778730
789442,Poecile palustris,Marsh Tit,song,Ulf Elman,https://xeno-canto.org/789442
879372,Poecile palustris,Marsh Tit,song,Jarek Matusiak,https://xeno-canto.org/879372
883600,Poecile palustris,Marsh Tit,song,SonoNatura,https://xeno-canto.org/883600
893807,Poecile palustris,Marsh Tit,song,Falco,https://xeno-canto.org/893807
893808,Poecile palustris,Marsh Tit,song,Falco,https://xeno-canto.org/893808
493004,Turdus iliacus,Redwing,song,Albert Lastukhin,https://xeno-canto.org/493004
494866,Turdus iliacus,Redwing,song,Albert Lastukhin,https://xeno-canto.org/494866
494868,Turdus iliacus,Redwing,song,Albert Lastukhin,https://xeno-canto.org/494868
498231,Turdus iliacus,Redwing,song,Lars Edenius,https://xeno-canto.org/498231
511696,Turdus iliacus,Redwing,song,Patrik Åberg,https://xeno-canto.org/511696
520021,Turdus iliacus,Redwing,song,Leif Arvidsson,https://xeno-canto.org/520021
521203,Turdus iliacus coburni,Unknown,"song, subsong",Ireneusz Oleksik,https://xeno-canto.org/521203
528095,Turdus iliacus,Redwing,song,Niels Van Doninck,https://xeno-canto.org/528095
528726,Turdus iliacus,Redwing,song,Niels Van Doninck,https://xeno-canto.org/528726
533316,Turdus iliacus,Redwing,song,Fernand Deroussen,https://xeno-canto.org/533316
536562,Turdus iliacus,Redwing,song,Jarek Matusiak,https://xeno-canto.org/536562
538395,Turdus iliacus,Redwing,"song, big flock",Stanislas Wroza,https://xeno-canto.org/538395
538396,Turdus iliacus,Redwing,"song, big flock",Stanislas Wroza,https://xeno-canto.org/538396
546751,Turdus iliacus,Redwing,song,Albert Lastukhin,https://xeno-canto.org/546751
546752,Turdus iliacus,Redwing,song,Albert Lastukhin,https://xeno-canto.org/546752
552264,Turdus iliacus,Redwing,song,Baltasar Pinheiro,https://xeno-canto.org/552264
552392,Turdus iliacus,Redwing,song,Lars Edenius,https://xeno-canto.org/552392
552638,Turdus iliacus,Redwing,song,Karel H.,https://xeno-canto.org/552638
552920,Turdus iliacus,Redwing,song,Mikael Litsgård,https://xeno-canto.org/552920
552940,Turdus iliacus,Redwing,song,Mikael Litsgård,https://xeno-canto.org/552940
555178,Turdus iliacus,Redwing,song,Eetu Paljakka,https://xeno-canto.org/555178
557911,Turdus iliacus,Redwing,song,Eetu Paljakka,https://xeno-canto.org/557911
558266,Turdus iliacus,Redwing,song,Alan Dalton,https://xeno-canto.org/558266
558844,Turdus iliacus,Redwing,song,Lars Edenius,https://xeno-canto.org/558844
560638,Turdus iliacus,Redwing,song,Hannu Varkki,https://xeno-canto.org/560638
561592,Turdus iliacus,Redwing,"imitation, song, mimicry/imitation",Elias A. Ryberg,https://xeno-canto.org/561592
566769,Turdus iliacus,Redwing,song,Albert Lastukhin,https://xeno-canto.org/566769
575262,Turdus iliacus iliacus,Unknown,song,Stanislas Wroza,https://xeno-canto.org/575262
575429,Turdus iliacus iliacus,Unknown,song,Stanislas Wroza,https://xeno-canto.org/575429
